16,-5.58767e-06,0.0204496,0.125856
1,-0.0024879,0.00805015,0.058142
1,-0.0041178,0.00074701,0.0573722
12,-0.000223933,0.0126991,0.116194
2,-0.00154473,0.0213458,0.0660879
14,-5.02877e-05,0.0155981,0.122411
12,-0.000822006,0.0135143,0.117205
12,-0.000532,0.0139193,0.117234
14,-0.000121415,0.00827045,0.122321
4,-0.000883934,0.0109588,0.0823341
12,-0.000237654,0.00824303,0.116567
16,-2.13689e-05,0.0165999,0.127183
12,-0.000772373,0.0170886,0.116467
14,-0.000391094,0.00719113,0.122201
1,-0.00360407,0.0234816,0.05697
12,-0.000790458,0.0134126,0.117278
12,-0.000209482,0.0079734,0.116511
12,-9.88865e-05,0.0101399,0.116902
2,-0.00217506,0.00252512,0.0660192
2,-0.000907978,0.0122841,0.0679186
1,-0.00210813,0.0164934,0.0585038
2,-0.00155077,0.0213306,0.0660792
18,-0.000236735,0.0128296,0.131738
2,-0.000902083,0.00922551,0.0672458
16,-0.000430099,0.0125631,0.12605
2,-0.00191192,0.0222017,0.066084
18,-0.000520016,0.00420847,0.130361
4,-0.00143397,0.0123417,0.0824317
16,-0.000628703,0.0171559,0.127209
18,-0.000174969,0.0130246,0.131696
16,-0.000275739,0.00547218,0.12679
18,-0.000191265,0.012991,0.131668
4,-0.000803234,0.0138184,0.0823141
14,-0.00044374,0.0185687,0.121517
4,-0.000736829,0.0112992,0.0822738
16,-0.000749025,0.0205434,0.125885
14,-7.63294e-05,0.00819921,0.122375
12,-0.000148797,0.0127201,0.116053
14,-0.000419874,0.0188088,0.121445
18,-0.000100062,0.0128931,0.131655
4,-0.000707693,0.0135756,0.0822122
1,-0.00396232,0.000848463,0.0572097
1,-0.0022258,0.0162902,0.0584066
16,-0.000185479,0.0200454,0.125993
16,-0.00070129,0.00480733,0.125884
14,-0.000318532,0.00608946,0.121473
2,-0.00235517,0.00270828,0.0659566
1,-0.00210085,0.0162349,0.0585616
16,-8.8324e-05,0.0200629,0.125965
16,-0.000490859,0.0184673,0.126924
16,-0.000492175,0.00609616,0.126874
2,-0.00165158,0.0213134,0.0660157
14,-0.000626857,0.00660634,0.121626
1,-0.00211727,0.0164304,0.0584899
16,-0.000316405,0.00608635,0.12686
16,-8.12531e-05,0.00483542,0.126688
4,-0.000772085,0.0177929,0.08118
16,-0.000486411,0.0182687,0.126954
16,-0.0004682,0.0183589,0.126969
16,-6.94983e-06,0.00492268,0.125991
18,-0.000200161,0.0194199,0.131189
18,-0.000360492,0.00250608,0.13069
12,-0.00020362,0.0125796,0.116063
4,-0.000501921,0.0177876,0.0811033
14,-5.59729e-05,0.0160588,0.122364
18,-0.000128358,0.0214907,0.130182
12,-0.000142854,0.0164823,0.116506
2,-0.000917563,0.00922826,0.0671863
14,-0.00052886,0.00727394,0.122274
14,-3.97578e-05,0.00813633,0.122323
14,-0.000255419,0.0155211,0.122497
12,-0.000171122,0.0107072,0.117023
18,-0.000443064,0.0128924,0.131692
14,-3.74798e-05,0.0156847,0.122421
1,-0.00434862,0.0123917,0.0589798
2,-0.000701222,0.0123321,0.0678474
1,-0.00209521,0.0162739,0.0585611
16,-0.000420637,0.0124874,0.126064
14,-0.000556188,0.00653901,0.121548
16,-0.000275875,0.00546863,0.126786
12,-0.000797261,0.0136429,0.117238
2,-0.00168553,0.0212901,0.065987
18,-0.000178671,0.00373674,0.130171
2,-0.00218956,0.00258258,0.066019
