16,0.00745576,0.0129251,1
1,0.00756027,0.0129215,1
0,0.0125016,0.0129974,0
1,0.0024502,0.0130613,1
12,0.0125308,0.0130749,1
0,1.00002,0.0129873,0
2,0.0225166,0.0130145,1
16,0.999989,0.0130141,0
14,1.00003,0.01299,0
14,0.00254163,0.0130239,1
12,0.00246623,0.0129703,1
12,0.00252746,0.0130533,1
0,0.0174071,0.0130147,0
14,0.0225035,0.0130156,1
0,0.0174743,0.0130042,0
4,0.00748154,0.0130613,1
12,0.0174383,0.0130426,1
16,0.0024722,0.0130543,1
12,0.00751368,0.0130062,1
14,0.0224173,0.0129644,1
1,0.0225013,0.0129911,1
12,0.00247562,0.0130437,1
12,0.0175,0.013,1
0,0.00758015,0.0129883,0
12,0.0225345,0.0130466,1
2,0.00247777,0.0130308,1
2,0.0125213,0.0130905,1
1,0.0175467,0.0129709,1
2,0.999982,0.0130325,0
2,0.0224959,0.013008,1
18,0.0124531,0.0130024,1
2,0.00747063,0.0130241,1
16,0.0125603,0.0129906,1
14,1.00003,0.0130284,0
2,0.0225887,0.0130067,1
0,0.00246619,0.0130266,0
0,0.00749756,0.0130055,0
18,0.0175093,0.0130895,1
0,0.022415,0.0129869,0
4,0.0124452,0.0130042,1
0,0.0225504,0.0129871,0
16,0.00250546,0.0130527,1
18,0.0125973,0.0129886,1
16,0.0225003,0.012993,1
4,1.00007,0.0130538,0
18,1.00004,0.0129478,0
0,0.017478,0.0129431,0
18,1.0001,0.0129993,0
18,0.0125693,0.0129643,1
4,0.0174977,0.0130349,1
14,0.00757756,0.0130456,1
4,0.00749559,0.0130101,1
16,0.00745363,0.0129668,1
14,0.0225122,0.0130882,1
0,0.00259373,0.0130349,0
12,0.0125399,0.0129593,1
14,0.00753853,0.0129622,1
18,0.0125081,0.0129094,1
4,0.017565,0.0129392,1
1,0.00256257,0.0130266,1
1,0.0174561,0.0129493,1
0,0.99998,0.0130826,0
16,0.00746501,0.0130194,1
16,0.0174029,0.0129864,1
14,0.0174285,0.012962,1
2,0.00249462,0.0130059,1
4,0.999988,0.0129837,0
1,0.0174151,0.0130191,1
16,0.00750324,0.0129884,1
16,0.00252758,0.0129753,1
16,0.022516,0.0130377,1
2,0.0224436,0.0129351,1
14,0.0174757,0.0130741,1
1,0.0175056,0.0129553,1
0,0.00254015,0.0130511,0
14,0.999999,0.0130069,0
0,0.999956,0.0129768,0
16,0.0224926,0.0130196,1
16,0.0224755,0.0129948,1
4,0.0224925,0.0129907,1
16,0.00251117,0.0129822,1
16,0.0025258,0.0129968,1
16,0.0174251,0.0130534,1
18,0.0024579,0.0130354,1
18,0.022472,0.0129996,1
2,1,0.0130174,0
12,0.0124211,0.0129868,1
12,0.999975,0.0129604,0
4,0.0224689,0.012944,1
14,0.00249983,0.012963,1
16,1.00002,0.0129531,0
18,0.00752017,0.0129752,1
0,0.0175849,0.0130047,0
12,0.00749015,0.013023,1
0,0.999945,0.0130099,0
2,0.00749076,0.0129683,1
14,0.0224362,0.0129439,1
14,0.0224819,0.0130334,1
14,0.00251046,0.0130355,1
12,0.0225263,0.0130755,1
2,1.00001,0.0130084,0
1,1.00007,0.0130625,0
18,0.0125318,0.0130373,1
14,0.00256244,0.0130294,1
1,0.0125778,0.0130134,1
0,0.00249888,0.012971,0
2,0.0125166,0.0130482,1
1,0.0174547,0.013016,1
16,0.012501,0.0130001,1
