0,0.0125,0.01
0.000547518,0.0125,0.01
0.00109504,0.0125,0.0100008
0.00164255,0.0125,0.0100023
0.00219007,0.0125,0.0100045
0.00273758,0.0125,0.0100075
0.00328509,0.0125,0.0100114
0.00383259,0.0125001,0.0100161
0.00438009,0.0125001,0.0100216
0.00492758,0.0125001,0.010028
0.00547506,0.0125001,0.0100354
0.00602252,0.0125001,0.0100438
0.00656997,0.0125002,0.0100532
0.00711741,0.0125003,0.0100637
0.00766482,0.0125003,0.0100754
0.00821221,0.0125004,0.0100883
0.00875957,0.0125005,0.0101023
0.0093069,0.0125006,0.0101176
0.00985419,0.0125008,0.0101343
0.0104014,0.0125009,0.0101522
0.0109487,0.0125011,0.0101715
0.0114958,0.0125013,0.0101923
0.0120429,0.0125016,0.0102146
0.01259,0.0125018,0.0102383
0.013137,0.0125021,0.0102638
0.0136839,0.0125025,0.0102909
0.0142307,0.0125028,0.0103197
0.0147774,0.0125032,0.0103502
0.0153241,0.0125036,0.0103825
0.0158706,0.0125041,0.0104167
0.016417,0.0125045,0.0104527
0.0169633,0.012505,0.0104905
0.0175095,0.0125055,0.0105303
0.0180555,0.0125059,0.0105722
0.0186014,0.0125064,0.010616
0.0191471,0.0125069,0.0106621
0.0196926,0.0125073,0.0107104
0.0202379,0.0125078,0.0107608
0.0207831,0.0125082,0.0108134
0.021328,0.0125086,0.0108684
0.0218727,0.012509,0.0109256
0.0224171,0.0125095,0.0109852
0.0229613,0.0125099,0.0110471
0.0235052,0.0125103,0.0111114
0.0240489,0.0125108,0.0111782
0.0245922,0.0125113,0.0112474
0.0251353,0.0125118,0.011319
0.025678,0.0125123,0.0113932
0.0262204,0.0125128,0.0114699
0.0267624,0.0125133,0.011549
0.0273041,0.0125138,0.0116306
0.0278454,0.0125144,0.0117148
0.0283863,0.012515,0.0118016
0.0289268,0.0125155,0.0118908
0.0294669,0.0125161,0.0119826
0.0300066,0.0125168,0.0120769
0.0305458,0.0125174,0.0121738
0.0310845,0.0125181,0.0122736
0.0316227,0.0125188,0.0123763
0.0321604,0.0125195,0.0124819
0.0326975,0.0125202,0.0125904
0.033234,0.012521,0.0127018
0.0337699,0.0125217,0.012816
0.0343052,0.0125225,0.0129332
0.0348399,0.0125234,0.0130531
0.035374,0.0125242,0.0131759
0.0359074,0.0125251,0.0133015
0.0364402,0.012526,0.0134298
0.0369724,0.0125269,0.013561
0.0375038,0.0125278,0.0136948
0.0380346,0.0125288,0.0138314
0.0385647,0.0125298,0.0139706
0.0390942,0.0125308,0.0141125
0.0396229,0.0125319,0.014257
0.0401508,0.012533,0.0144044
0.040678,0.0125341,0.0145548
0.0412043,0.0125353,0.0147081
0.0417298,0.0125364,0.0148642
0.0422544,0.0125376,0.0150231
0.0427782,0.0125388,0.015185
0.0433012,0.0125401,0.0153496
0.0438233,0.0125413,0.0155169
0.0443445,0.0125426,0.015687
0.0448648,0.0125439,0.0158598
0.0453843,0.0125452,0.0160352
0.0459029,0.0125466,0.0162133
0.0464205,0.012548,0.0163943
0.046937,0.0125493,0.0165783
0.0474526,0.0125507,0.016765
0.0479672,0.0125521,0.0169546
0.0484807,0.0125536,0.0171469
0.0489932,0.012555,0.0173421
0.0495048,0.0125565,0.0175399
0.0500153,0.012558,0.0177403
0.0505247,0.0125595,0.0179433
0.0510332,0.0125611,0.0181489
0.0515407,0.0125626,0.0183569
0.0520471,0.0125642,0.0185677
0.0525523,0.0125658,0.0187813
0.0530564,0.0125674,0.0189975
0.0535594,0.0125691,0.0192163
0.0540613,0.0125708,0.0194377
0.0545621,0.0125725,0.0196618
0.0550617,0.0125742,0.0198882
0.0555603,0.0125759,0.0201172
0.0560577,0.0125777,0.0203485
0.0565539,0.0125795,0.0205826
0.0570489,0.0125813,0.0208192
0.0575427,0.0125832,0.0210583
0.0580352,0.0125852,0.0213001
0.0585266,0.0125871,0.0215443
0.0590167,0.0125891,0.0217909
0.0595057,0.0125912,0.0220398
0.0599935,0.0125932,0.022291
0.06048,0.0125952,0.0225449
0.0609652,0.0125973,0.0228014
0.061449,0.0125994,0.0230602
0.0619316,0.0126014,0.0233215
0.062413,0.0126035,0.0235851
0.062893,0.0126056,0.0238511
0.0633718,0.0126077,0.0241193
0.0638494,0.0126099,0.0243896
0.0643257,0.012612,0.0246624
0.0648006,0.0126142,0.0249376
0.0652742,0.0126163,0.025215
0.0657465,0.0126185,0.0254946
0.0662175,0.0126207,0.0257764
0.0666873,0.012623,0.0260604
0.0671558,0.0126252,0.0263464
0.067623,0.0126275,0.0266346
