0.0680888,0.0126298,0.026925
0.0685533,0.0126322,0.0272176
0.0690165,0.0126346,0.0275122
0.0694784,0.012637,0.0278088
0.0699391,0.0126394,0.0281074
0.0703985,0.0126418,0.0284079
0.0708565,0.0126443,0.0287107
0.0713131,0.0126468,0.0290154
0.0717685,0.0126494,0.0293222
0.0722225,0.0126519,0.0296309
0.0726751,0.0126545,0.0299416
0.0731266,0.0126571,0.0302541
0.0735769,0.0126597,0.0305683
0.0740257,0.0126624,0.0308845
0.0744733,0.0126651,0.0312027
0.0749195,0.0126678,0.0315226
0.0753646,0.0126705,0.0318442
0.0758084,0.0126732,0.0321675
0.076251,0.012676,0.0324926
0.0766921,0.0126788,0.0328195
0.077132,0.0126816,0.0331482
0.0775707,0.0126845,0.0334786
0.0780081,0.0126874,0.0338106
0.0784442,0.0126903,0.0341443
0.0788792,0.0126932,0.0344795
0.0793129,0.0126962,0.0348164
0.0797454,0.0126992,0.0351548
0.0801766,0.0127022,0.0354949
0.0806066,0.0127053,0.0358366
0.0810354,0.0127084,0.0361797
0.0814631,0.0127115,0.0365242
0.0818896,0.0127147,0.0368702
0.0823148,0.0127179,0.0372178
0.0827388,0.0127211,0.037567
0.0831616,0.0127243,0.0379175
0.0835834,0.0127276,0.0382693
0.084004,0.012731,0.0386224
0.0844235,0.0127343,0.0389771
0.0848418,0.0127377,0.039333
0.0852591,0.0127412,0.0396901
0.0856753,0.0127446,0.0400485
0.0860905,0.0127481,0.0404081
0.0865044,0.0127517,0.0407692
0.0869173,0.0127552,0.0411314
0.0873292,0.0127588,0.0414948
0.0877401,0.0127624,0.0418593
0.0881499,0.012766,0.0422251
0.0885587,0.0127696,0.042592
0.0889665,0.0127733,0.04296
0.0893734,0.012777,0.043329
0.0897792,0.0127807,0.0436992
0.0901841,0.0127844,0.0440704
0.090588,0.0127882,0.0444427
0.090991,0.0127919,0.044816
0.0913931,0.0127957,0.0451902
0.0917943,0.0127995,0.0455655
0.0921945,0.0128033,0.0459417
0.0925938,0.0128072,0.046319
0.0929924,0.0128111,0.046697
0.0933901,0.012815,0.0470759
0.093787,0.0128189,0.0474558
0.0941829,0.0128228,0.0478365
0.0945781,0.0128267,0.0482181
0.0949725,0.0128307,0.0486005
0.0953662,0.0128346,0.0489837
0.095759,0.0128385,0.0493676
0.0961511,0.0128425,0.0497525
0.0965423,0.0128464,0.0501381
0.0969329,0.0128504,0.0505244
0.0973227,0.0128543,0.0509115
0.0977118,0.0128582,0.0512993
0.0981001,0.0128622,0.0516879
0.0984876,0.0128661,0.0520773
0.0988745,0.01287,0.0524673
0.0992607,0.012874,0.0528581
0.0996462,0.0128779,0.0532495
0.100031,0.0128818,0.0536415
0.100415,0.0128858,0.0540343
0.100799,0.0128897,0.0544277
0.101182,0.0128936,0.0548216
0.101564,0.0128976,0.0552161
0.101946,0.0129015,0.0556113
0.102327,0.0129055,0.056007
0.102707,0.0129095,0.0564034
0.103087,0.0129135,0.0568002
0.103466,0.0129175,0.0571976
0.103845,0.0129215,0.0575955
0.104223,0.0129255,0.0579939
0.104601,0.0129295,0.0583928
0.104978,0.0129335,0.0587922
0.105355,0.0129376,0.0591919
0.105732,0.0129416,0.0595921
0.106108,0.0129457,0.0599927
0.106483,0.0129498,0.0603937
0.106858,0.0129539,0.060795
0.107233,0.012958,0.0611967
0.107608,0.0129621,0.0615987
0.107982,0.0129662,0.0620011
0.108355,0.0129703,0.0624038
0.108729,0.0129745,0.0628069
0.109101,0.0129786,0.0632103
0.109474,0.0129828,0.063614
0.109846,0.012987,0.064018
0.110218,0.0129911,0.0644223
0.11059,0.0129953,0.0648269
0.110961,0.0129995,0.0652317
0.111333,0.0130037,0.0656368
0.111703,0.0130079,0.0660422
0.112074,0.013012,0.0664478
0.112444,0.0130161,0.0668536
0.112814,0.0130201,0.0672596
0.113184,0.0130241,0.0676658
0.113554,0.013028,0.0680722
0.113924,0.0130319,0.0684788
0.114293,0.0130357,0.0688855
0.114662,0.0130395,0.0692925
0.115031,0.0130433,0.0696996
